x,y,numerical,analytical
0.823529,0.509804,-0.839742,-0.839741
0.843137,0.509804,-0.870158,-0.870156
0.862745,0.509804,-0.897273,-0.897271
0.882353,0.509804,-0.920984,-0.920982
0.901961,0.509804,-0.941202,-0.9412
0.921569,0.509804,-0.957849,-0.957847
0.941176,0.509804,-0.970863,-0.970861
0.960784,0.509804,-0.980194,-0.980192
0.980392,0.509804,-0.985807,-0.985805
0.0196078,0.529412,0.893026,0.893025
0.0392157,0.529412,0.887942,0.88794
0.0588235,0.529412,0.879489,0.879487
0.0784314,0.529412,0.8677,0.867698
0.0980392,0.529412,0.85262,0.852618
0.117647,0.529412,0.834305,0.834303
0.137255,0.529412,0.812825,0.812824
0.156863,0.529412,0.788262,0.788261
0.176471,0.529412,0.760709,0.760708
0.196078,0.529412,0.730271,0.730269
0.215686,0.529412,0.697062,0.69706
0.235294,0.529412,0.661209,0.661207
0.254902,0.529412,0.622847,0.622846
0.27451,0.529412,0.582123,0.582122
0.294118,0.529412,0.539191,0.53919
0.313725,0.529412,0.494214,0.494213
0.333333,0.529412,0.447362,0.447361
0.352941,0.529412,0.398813,0.398812
0.372549,0.529412,0.348751,0.34875
0.392157,0.529412,0.297366,0.297365
0.411765,0.529412,0.244853,0.244852
0.431373,0.529412,0.191411,0.191411
0.45098,0.529412,0.137243,0.137243
0.470588,0.529412,0.0825547,0.0825545
0.490196,0.529412,0.0275531,0.027553
0.509804,0.529412,-0.0275531,-0.027553
0.529412,0.529412,-0.0825547,-0.0825545
0.54902,0.529412,-0.137243,-0.137243
0.568627,0.529412,-0.191411,-0.191411
0.588235,0.529412,-0.244853,-0.244852
0.607843,0.529412,-0.297366,-0.297365
0.627451,0.529412,-0.348751,-0.34875
0.647059,0.529412,-0.398813,-0.398812
0.666667,0.529412,-0.447362,-0.447361
0.686275,0.529412,-0.494214,-0.494213
0.705882,0.529412,-0.539191,-0.53919
0.72549,0.529412,-0.582123,-0.582122
0.745098,0.529412,-0.622847,-0.622846
0.764706,0.529412,-0.661209,-0.661207
0.784314,0.529412,-0.697062,-0.69706
0.803922,0.529412,-0.730271,-0.730269
0.823529,0.529412,-0.760709,-0.760708
0.843137,0.529412,-0.788262,-0.788261
0.862745,0.529412,-0.812825,-0.812824
0.882353,0.529412,-0.834305,-0.834303
0.901961,0.529412,-0.85262,-0.852618
0.921569,0.529412,-0.8677,-0.867698
0.941176,0.529412,-0.879489,-0.879487
0.960784,0.529412,-0.887942,-0.88794
0.980392,0.529412,-0.893026,-0.893025
0.0196078,0.54902,0.716198,0.716197
0.0392157,0.54902,0.71212,0.712119
0.0588235,0.54902,0.705341,0.70534
0.0784314,0.54902,0.695887,0.695885
0.0980392,0.54902,0.683792,0.683791
0.117647,0.54902,0.669104,0.669103
0.137255,0.54902,0.651878,0.651876
0.156863,0.54902,0.632178,0.632177
0.176471,0.54902,0.610081,0.61008
0.196078,0.54902,0.58567,0.585668
0.215686,0.54902,0.559036,0.559035
0.235294,0.54902,0.530283,0.530282
0.254902,0.54902,0.499517,0.499516
0.27451,0.54902,0.466857,0.466856
0.294118,0.54902,0.432426,0.432425
0.313725,0.54902,0.396355,0.396354
0.333333,0.54902,0.35878,0.358779
0.352941,0.54902,0.319844,0.319843
0.372549,0.54902,0.279694,0.279694
0.392157,0.54902,0.238484,0.238484
0.411765,0.54902,0.196369,0.196369
0.431373,0.54902,0.15351,0.153509
0.45098,0.54902,0.110068,0.110067
0.470588,0.54902,0.066208,0.0662079
0.490196,0.54902,0.0220973,0.0220972
0.509804,0.54902,-0.0220973,-0.0220972
0.529412,0.54902,-0.066208,-0.0662079
0.54902,0.54902,-0.110068,-0.110067
0.568627,0.54902,-0.15351,-0.153509
0.588235,0.54902,-0.196369,-0.196369
0.607843,0.54902,-0.238484,-0.238484
0.627451,0.54902,-0.279694,-0.279694
0.647059,0.54902,-0.319844,-0.319843
0.666667,0.54902,-0.35878,-0.358779
0.686275,0.54902,-0.396355,-0.396354
0.705882,0.54902,-0.432426,-0.432425
0.72549,0.54902,-0.466857,-0.466856
0.745098,0.54902,-0.499517,-0.499516
0.764706,0.54902,-0.530283,-0.530282
0.784314,0.54902,-0.559036,-0.559035
0.803922,0.54902,-0.58567,-0.585668
0.823529,0.54902,-0.610081,-0.61008
0.843137,0.54902,-0.632178,-0.632177
0.862745,0.54902,-0.651878,-0.651876
0.882353,0.54902,-0.669104,-0.669103
0.901961,0.54902,-0.683792,-0.683791
0.921569,0.54902,-0.695887,-0.695885
0.941176,0.54902,-0.705341,-0.70534
0.960784,0.54902,-0.71212,-0.712119
0.980392,0.54902,-0.716198,-0.716197
0.0196078,0.568627,0.471964,0.471963
0.0392157,0.568627,0.469277,0.469276
0.0588235,0.568627,0.46481,0.464809
0.0784314,0.568627,0.458579,0.458578
0.0980392,0.568627,0.450609,0.450608
0.117647,0.568627,0.44093,0.440929
0.137255,0.568627,0.429578,0.429577
0.156863,0.568627,0.416596,0.416596
0.176471,0.568627,0.402035,0.402034
0.196078,0.568627,0.385948,0.385947
0.215686,0.568627,0.368397,0.368396
0.235294,0.568627,0.349449,0.349448
0.254902,0.568627,0.329175,0.329174
0.27451,0.568627,0.307652,0.307651
0.294118,0.568627,0.284962,0.284962
0.313725,0.568627,0.261192,0.261191
0.333333,0.568627,0.236431,0.23643
0.352941,0.568627,0.210772,0.210772
0.372549,0.568627,0.184315,0.184314
0.392157,0.568627,0.157158,0.157157
0.411765,0.568627,0.129405,0.129404
0.431373,0.568627,0.101161,0.10116
0.45098,0.568627,0.072533,0.0725328
0.470588,0.568627,0.0436301,0.04363
0.490196,0.568627,0.0145618,0.0145618
0.509804,0.568627,-0.0145618,-0.0145618
0.529412,0.568627,-0.0436301,-0.04363
0.54902,0.568627,-0.072533,-0.0725328
0.568627,0.568627,-0.101161,-0.10116
0.588235,0.568627,-0.129405,-0.129404
0.607843,0.568627,-0.157158,-0.157157
0.627451,0.568627,-0.184315,-0.184314
0.647059,0.568627,-0.210772,-0.210772
0.666667,0.568627,-0.236431,-0.23643
0.686275,0.568627,-0.261192,-0.261191
0.705882,0.568627,-0.284962,-0.284962
0.72549,0.568627,-0.307652,-0.307651
0.745098,0.568627,-0.329175,-0.329174
0.764706,0.568627,-0.349449,-0.349448
0.784314,0.568627,-0.368397,-0.368396
0.803922,0.568627,-0.385948,-0.385947
0.823529,0.568627,-0.402035,-0.402034
0.843137,0.568627,-0.416596,-0.416596
0.862745,0.568627,-0.429578,-0.429577
0.882353,0.568627,-0.44093,-0.440929
0.901961,0.568627,-0.450609,-0.450608
0.921569,0.568627,-0.458579,-0.458578
0.941176,0.568627,-0.46481,-0.464809
0.960784,0.568627,-0.469277,-0.469276
0.980392,0.568627,-0.471964,-0.471963
0.0196078,0.588235,0.183311,0.183311
0.0392157,0.588235,0.182267,0.182267
0.0588235,0.588235,0.180532,0.180532
0.0784314,0.588235,0.178112,0.178112
0.0980392,0.588235,0.175017,0.175016
0.117647,0.588235,0.171257,0.171257
0.137255,0.588235,0.166848,0.166848
0.156863,0.588235,0.161806,0.161806
0.176471,0.588235,0.15615,0.15615
0.196078,0.588235,0.149902,0.149902
0.215686,0.588235,0.143085,0.143085
0.235294,0.588235,0.135726,0.135726
0.254902,0.588235,0.127851,0.127851
0.27451,0.588235,0.119492,0.119492
0.294118,0.588235,0.110679,0.110679
0.313725,0.588235,0.101447,0.101447
0.333333,0.588235,0.0918296,0.0918294
0.352941,0.588235,0.081864,0.0818638
0.372549,0.588235,0.0715878,0.0715876
0.392157,0.588235,0.06104,0.0610399
0.411765,0.588235,0.0502607,0.0502606
0.431373,0.588235,0.0392908,0.0392907
0.45098,0.588235,0.0281718,0.0281717
0.470588,0.588235,0.0169459,0.0169459
0.490196,0.588235,0.0056558,0.00565579
0.509804,0.588235,-0.0056558,-0.00565579
0.529412,0.588235,-0.0169459,-0.0169459
0.54902,0.588235,-0.0281718,-0.0281717
0.568627,0.588235,-0.0392908,-0.0392907
0.588235,0.588235,-0.0502607,-0.0502606
0.607843,0.588235,-0.06104,-0.0610399
0.627451,0.588235,-0.0715878,-0.0715876
0.647059,0.588235,-0.081864,-0.0818638
0.666667,0.588235,-0.0918296,-0.0918294
0.686275,0.588235,-0.101447,-0.101447
0.705882,0.588235,-0.110679,-0.110679
0.72549,0.588235,-0.119492,-0.119492
0.745098,0.588235,-0.127851,-0.127851
0.764706,0.588235,-0.135726,-0.135726
0.784314,0.588235,-0.143085,-0.143085
0.803922,0.588235,-0.149902,-0.149902
0.823529,0.588235,-0.15615,-0.15615
0.843137,0.588235,-0.161806,-0.161806
0.862745,0.588235,-0.166848,-0.166848
0.882353,0.588235,-0.171257,-0.171257
0.901961,0.588235,-0.175017,-0.175016
0.921569,0.588235,-0.178112,-0.178112
0.941176,0.588235,-0.180532,-0.180532
0.960784,0.588235,-0.182267,-0.182267
0.980392,0.588235,-0.183311,-0.183311
0.0196078,0.607843,-0.122595,-0.122595
0.0392157,0.607843,-0.121897,-0.121897
0.0588235,0.607843,-0.120737,-0.120736
0.0784314,0.607843,-0.119118,-0.119118
0.0980392,0.607843,-0.117048,-0.117048
0.117647,0.607843,-0.114534,-0.114533
0.137255,0.607843,-0.111585,-0.111585
0.156863,0.607843,-0.108213,-0.108213
0.176471,0.607843,-0.10443,-0.10443
0.196078,0.607843,-0.100252,-0.100252
0.215686,0.607843,-0.0956928,-0.0956926
0.235294,0.607843,-0.0907709,-0.0907707
0.254902,0.607843,-0.0855047,-0.0855045
0.27451,0.607843,-0.0799141,-0.0799139
0.294118,0.607843,-0.0740204,-0.0740202
0.313725,0.607843,-0.0678458,-0.0678457
0.333333,0.607843,-0.061414,-0.0614138
0.352941,0.607843,-0.0547491,-0.054749
0.372549,0.607843,-0.0478766,-0.0478765
0.392157,0.607843,-0.0408224,-0.0408224
0.411765,0.607843,-0.0336135,-0.0336134
0.431373,0.607843,-0.026277,-0.0262769
0.45098,0.607843,-0.0188408,-0.0188407
0.470588,0.607843,-0.0113331,-0.0113331
0.490196,0.607843,-0.00378249,-0.00378249
0.509804,0.607843,0.00378249,0.00378249
0.529412,0.607843,0.0113331,0.0113331
0.54902,0.607843,0.0188408,0.0188407
0.568627,0.607843,0.026277,0.0262769
0.588235,0.607843,0.0336135,0.0336134
0.607843,0.607843,0.0408224,0.0408224
0.627451,0.607843,0.0478766,0.0478765
0.647059,0.607843,0.0547491,0.054749
0.666667,0.607843,0.061414,0.0614138
0.686275,0.607843,0.0678458,0.0678457
0.705882,0.607843,0.0740204,0.0740202
0.72549,0.607843,0.0799141,0.0799139
0.745098,0.607843,0.0855047,0.0855045
0.764706,0.607843,0.0907709,0.0907707
0.784314,0.607843,0.0956928,0.0956926
0.803922,0.607843,0.100252,0.100252
0.823529,0.607843,0.10443,0.10443
0.843137,0.607843,0.108213,0.108213
0.862745,0.607843,0.111585,0.111585
0.882353,0.607843,0.114534,0.114533
0.901961,0.607843,0.117048,0.117048
0.921569,0.607843,0.119118,0.119118
0.941176,0.607843,0.120737,0.120736
0.960784,0.607843,0.121897,0.121897
0.980392,0.607843,0.122595,0.122595
0.0196078,0.627451,-0.416963,-0.416962
0.0392157,0.627451,-0.414589,-0.414588
0.0588235,0.627451,-0.410642,-0.410641
0.0784314,0.627451,-0.405138,-0.405137
0.0980392,0.627451,-0.398096,-0.398095
0.117647,0.627451,-0.389545,-0.389544
0.137255,0.627451,-0.379516,-0.379515
0.156863,0.627451,-0.368047,-0.368046
0.176471,0.627451,-0.355182,-0.355182
0.196078,0.627451,-0.34097,-0.34097
0.215686,0.627451,-0.325465,-0.325464
0.235294,0.627451,-0.308725,-0.308724
0.254902,0.627451,-0.290813,-0.290813
0.27451,0.627451,-0.271799,-0.271798
0.294118,0.627451,-0.251754,-0.251753
0.313725,0.627451,-0.230753,-0.230753
0.333333,0.627451,-0.208878,-0.208877
0.352941,0.627451,-0.186209,-0.186209
0.372549,0.627451,-0.162835,-0.162835
0.392157,0.627451,-0.138843,-0.138843
0.411765,0.627451,-0.114324,-0.114324
0.431373,0.627451,-0.0893716,-0.0893714
0.45098,0.627451,-0.0640801,-0.06408
0.470588,0.627451,-0.0385456,-0.0385455
0.490196,0.627451,-0.0128648,-0.0128648
0.509804,0.627451,0.0128648,0.0128648
0.529412,0.627451,0.0385456,0.0385455
0.54902,0.627451,0.0640801,0.06408
0.568627,0.627451,0.0893716,0.0893714
0.588235,0.627451,0.114324,0.114324
0.607843,0.627451,0.138843,0.138843
0.627451,0.627451,0.162835,0.162835
0.647059,0.627451,0.186209,0.186209
0.666667,0.627451,0.208878,0.208877
0.686275,0.627451,0.230753,0.230753
0.705882,0.627451,0.251754,0.251753
0.72549,0.627451,0.271799,0.271798
0.745098,0.627451,0.290813,0.290813
0.764706,0.627451,0.308725,0.308724
0.784314,0.627451,0.325465,0.325464
0.803922,0.627451,0.34097,0.34097
0.823529,0.627451,0.355182,0.355182
0.843137,0.627451,0.368047,0.368046
0.862745,0.627451,0.379516,0.379515
0.882353,0.627451,0.389545,0.389544
0.901961,0.627451,0.398096,0.398095
0.921569,0.627451,0.405138,0.405137
0.941176,0.627451,0.410642,0.410641
0.960784,0.627451,0.414589,0.414588
0.980392,0.627451,0.416963,0.416962
0.0196078,0.647059,-0.672087,-0.672086
0.0392157,0.647059,-0.668261,-0.66826
0.0588235,0.647059,-0.661899,-0.661898
0.0784314,0.647059,-0.653027,-0.653026
0.0980392,0.647059,-0.641677,-0.641676
0.117647,0.647059,-0.627894,-0.627893
0.137255,0.647059,-0.611728,-0.611727
0.156863,0.647059,-0.593242,-0.593241
0.176471,0.647059,-0.572506,-0.572505
0.196078,0.647059,-0.549598,-0.549597
0.215686,0.647059,-0.524605,-0.524604
0.235294,0.647059,-0.497622,-0.497621
0.254902,0.647059,-0.468752,-0.468751
0.27451,0.647059,-0.438103,-0.438102
0.294118,0.647059,-0.405793,-0.405792
0.313725,0.647059,-0.371943,-0.371942
0.333333,0.647059,-0.336682,-0.336682
0.352941,0.647059,-0.300144,-0.300144
0.372549,0.647059,-0.262468,-0.262467
0.392157,0.647059,-0.223796,-0.223796
0.411765,0.647059,-0.184275,-0.184275
0.431373,0.647059,-0.144055,-0.144055
0.45098,0.647059,-0.103289,-0.103288
0.470588,0.647059,-0.0621303,-0.0621301
0.490196,0.647059,-0.0207363,-0.0207363
0.509804,0.647059,0.0207363,0.0207363
0.529412,0.647059,0.0621303,0.0621301
0.54902,0.647059,0.103289,0.103288
0.568627,0.647059,0.144055,0.144055
0.588235,0.647059,0.184275,0.184275
0.607843,0.647059,0.223796,0.223796
0.627451,0.647059,0.262468,0.262467
0.647059,0.647059,0.300144,0.300144
0.666667,0.647059,0.336682,0.336682
0.686275,0.647059,0.371943,0.371942
0.705882,0.647059,0.405793,0.405792
0.72549,0.647059,0.438103,0.438102
0.745098,0.647059,0.468752,0.468751
0.764706,0.647059,0.497622,0.497621
0.784314,0.647059,0.524605,0.524604
0.803922,0.647059,0.549598,0.549597
0.823529,0.647059,0.572506,0.572505
0.843137,0.647059,0.593242,0.593241
0.862745,0.647059,0.611728,0.611727
0.882353,0.647059,0.627894,0.627893
0.901961,0.647059,0.641677,0.641676
0.921569,0.647059,0.653027,0.653026
0.941176,0.647059,0.661899,0.661898
0.960784,0.647059,0.668261,0.66826
0.980392,0.647059,0.672087,0.672086
0.0196078,0.666667,-0.863958,-0.863956
0.0392157,0.666667,-0.859039,-0.859037
0.0588235,0.666667,-0.850861,-0.85086
0.0784314,0.666667,-0.839456,-0.839454
0.0980392,0.666667,-0.824867,-0.824865
0.117647,0.666667,-0.807148,-0.807146
0.137255,0.666667,-0.786367,-0.786366
0.156863,0.666667,-0.762604,-0.762603
0.176471,0.666667,-0.735948,-0.735946
0.196078,0.666667,-0.7065,-0.706499
0.215686,0.666667,-0.674372,-0.674371
0.235294,0.666667,-0.639686,-0.639685
0.254902,0.666667,-0.602574,-0.602572
0.27451,0.666667,-0.563175,-0.563174
0.294118,0.666667,-0.521641,-0.521639
0.313725,0.666667,-0.478127,-0.478126
0.333333,0.666667,-0.4328,-0.432799
0.352941,0.666667,-0.385831,-0.38583
0.372549,0.666667,-0.337399,-0.337398
0.392157,0.666667,-0.287686,-0.287686
0.411765,0.666667,-0.236883,-0.236882
0.431373,0.666667,-0.18518,-0.18518
0.45098,0.666667,-0.132776,-0.132776
0.470588,0.666667,-0.0798675,-0.0798673
0.490196,0.666667,-0.0266562,-0.0266561
0.509804,0.666667,0.0266562,0.0266561
0.529412,0.666667,0.0798675,0.0798673
0.54902,0.666667,0.132776,0.132776
0.568627,0.666667,0.18518,0.18518
0.588235,0.666667,0.236883,0.236882
0.607843,0.666667,0.287686,0.287686
0.627451,0.666667,0.337399,0.337398
0.647059,0.666667,0.385831,0.38583
0.666667,0.666667,0.4328,0.432799
0.686275,0.666667,0.478127,0.478126
0.705882,0.666667,0.521641,0.521639
0.72549,0.666667,0.563175,0.563174
0.745098,0.666667,0.602574,0.602572
0.764706,0.666667,0.639686,0.639685
0.784314,0.666667,0.674372,0.674371
0.803922,0.666667,0.7065,0.706499
0.823529,0.666667,0.735948,0.735946
0.843137,0.666667,0.762604,0.762603
0.862745,0.666667,0.786367,0.786366
0.882353,0.666667,0.807148,0.807146
0.901961,0.666667,0.824867,0.824865
0.921569,0.666667,0.839456,0.839454
0.941176,0.666667,0.850861,0.85086
0.960784,0.666667,0.859039,0.859037
0.980392,0.666667,0.863958,0.863956
0.0196078,0.686275,-0.974516,-0.974515
0.0392157,0.686275,-0.968968,-0.968966
0.0588235,0.686275,-0.959744,-0.959742
0.0784314,0.686275,-0.946879,-0.946877
0.0980392,0.686275,-0.930422,-0.930421
0.117647,0.686275,-0.910436,-0.910435
0.137255,0.686275,-0.886997,-0.886995
0.156863,0.686275,-0.860192,-0.860191
0.176471,0.686275,-0.830125,-0.830123
0.196078,0.686275,-0.796909,-0.796907
0.215686,0.686275,-0.76067,-0.760668
0.235294,0.686275,-0.721545,-0.721543
0.254902,0.686275,-0.679683,-0.679682
0.27451,0.686275,-0.635243,-0.635242
0.294118,0.686275,-0.588393,-0.588392
0.313725,0.686275,-0.539312,-0.539311
0.333333,0.686275,-0.488184,-0.488183
0.352941,0.686275,-0.435205,-0.435204
0.372549,0.686275,-0.380575,-0.380574
0.392157,0.686275,-0.324501,-0.3245
0.411765,0.686275,-0.267196,-0.267195
0.431373,0.686275,-0.208878,-0.208877
0.45098,0.686275,-0.149767,-0.149766
0.470588,0.686275,-0.0900879,-0.0900877
0.490196,0.686275,-0.0300673,-0.0300673
0.509804,0.686275,0.0300673,0.0300673
0.529412,0.686275,0.0900879,0.0900877
0.54902,0.686275,0.149767,0.149766
0.568627,0.686275,0.208878,0.208877
0.588235,0.686275,0.267196,0.267195
0.607843,0.686275,0.324501,0.3245
0.627451,0.686275,0.380575,0.380574
0.647059,0.686275,0.435205,0.435204
0.666667,0.686275,0.488184,0.488183
0.686275,0.686275,0.539312,0.539311
0.705882,0.686275,0.588393,0.588392
0.72549,0.686275,0.635243,0.635242
0.745098,0.686275,0.679683,0.679682
0.764706,0.686275,0.721545,0.721543
0.784314,0.686275,0.76067,0.760668
0.803922,0.686275,0.796909,0.796907
0.823529,0.686275,0.830125,0.830123
0.843137,0.686275,0.860192,0.860191
0.862745,0.686275,0.886997,0.886995
0.882353,0.686275,0.910436,0.910435
0.901961,0.686275,0.930422,0.930421
0.921569,0.686275,0.946879,0.946877
0.941176,0.686275,0.959744,0.959742
0.960784,0.686275,0.968968,0.968966
0.980392,0.686275,0.974516,0.974515
0.0196078,0.705882,-0.993357,-0.993355
0.0392157,0.705882,-0.987702,-0.987699
0.0588235,0.705882,-0.978299,-0.978297
0.0784314,0.705882,-0.965186,-0.965184
0.0980392,0.705882,-0.948411,-0.948409
0.117647,0.705882,-0.928038,-0.928036
0.137255,0.705882,-0.904146,-0.904144
0.156863,0.705882,-0.876823,-0.876821
0.176471,0.705882,-0.846174,-0.846173
0.196078,0.705882,-0.812316,-0.812314
0.215686,0.705882,-0.775376,-0.775374
0.235294,0.705882,-0.735495,-0.735493
0.254902,0.705882,-0.692824,-0.692822
0.27451,0.705882,-0.647525,-0.647523
0.294118,0.705882,-0.599769,-0.599768
0.313725,0.705882,-0.549738,-0.549737
0.333333,0.705882,-0.497622,-0.497621
0.352941,0.705882,-0.443619,-0.443618
0.372549,0.705882,-0.387932,-0.387932
0.392157,0.705882,-0.330774,-0.330774
0.411765,0.705882,-0.272362,-0.272361
0.431373,0.705882,-0.212916,-0.212915
0.45098,0.705882,-0.152662,-0.152662
0.470588,0.705882,-0.0918296,-0.0918294
0.490196,0.705882,-0.0306486,-0.0306486
0.509804,0.705882,0.0306486,0.0306486
0.529412,0.705882,0.0918296,0.0918294
0.54902,0.705882,0.152662,0.152662
0.568627,0.705882,0.212916,0.212915
0.588235,0.705882,0.272362,0.272361
0.607843,0.705882,0.330774,0.330774
0.627451,0.705882,0.387932,0.387932
0.647059,0.705882,0.443619,0.443618
0.666667,0.705882,0.497622,0.497621
0.686275,0.705882,0.549738,0.549737
0.705882,0.705882,0.599769,0.599768
0.72549,0.705882,0.647525,0.647523
0.745098,0.705882,0.692824,0.692822
0.764706,0.705882,0.735495,0.735493
0.784314,0.705882,0.775376,0.775374
0.803922,0.705882,0.812316,0.812314
0.823529,0.705882,0.846174,0.846173
0.843137,0.705882,0.876823,0.876821
0.862745,0.705882,0.904146,0.904144
0.882353,0.705882,0.928038,0.928036
0.901961,0.705882,0.948411,0.948409
0.921569,0.705882,0.965186,0.965184
0.941176,0.705882,0.978299,0.978297
0.960784,0.705882,0.987702,0.987699
0.980392,0.705882,0.993357,0.993355
0.0196078,0.72549,-0.918707,-0.918705
0.0392157,0.72549,-0.913477,-0.913475
0.0588235,0.72549,-0.904781,-0.904779
0.0784314,0.72549,-0.892653,-0.892651
0.0980392,0.72549,-0.877138,-0.877137
0.117647,0.72549,-0.858297,-0.858295
0.137255,0.72549,-0.8362,-0.836198
0.156863,0.72549,-0.81093,-0.810929
0.176471,0.72549,-0.782585,-0.782583
0.196078,0.72549,-0.751271,-0.751269
0.215686,0.72549,-0.717107,-0.717106
0.235294,0.72549,-0.680223,-0.680222
0.254902,0.72549,-0.640759,-0.640757
0.27451,0.72549,-0.598864,-0.598862
0.294118,0.72549,-0.554697,-0.554696
0.313725,0.72549,-0.508426,-0.508425
0.333333,0.72549,-0.460227,-0.460226
0.352941,0.72549,-0.410281,-0.41028
0.372549,0.72549,-0.35878,-0.358779
0.392157,0.72549,-0.305917,-0.305916
0.411765,0.72549,-0.251894,-0.251893
0.431373,0.72549,-0.196915,-0.196915
0.45098,0.72549,-0.14119,-0.14119
0.470588,0.72549,-0.0849287,-0.0849285
0.490196,0.72549,-0.0283454,-0.0283453
0.509804,0.72549,0.0283454,0.0283453
0.529412,0.72549,0.0849287,0.0849285
0.54902,0.72549,0.14119,0.14119
0.568627,0.72549,0.196915,0.196915
0.588235,0.72549,0.251894,0.251893
0.607843,0.72549,0.305917,0.305916
0.627451,0.72549,0.35878,0.358779
0.647059,0.72549,0.410281,0.41028
0.666667,0.72549,0.460227,0.460226
0.686275,0.72549,0.508426,0.508425
0.705882,0.72549,0.554697,0.554696
0.72549,0.72549,0.598864,0.598862
0.745098,0.72549,0.640759,0.640757
0.764706,0.72549,0.680223,0.680222
0.784314,0.72549,0.717107,0.717106
0.803922,0.72549,0.751271,0.751269
0.823529,0.72549,0.782585,0.782583
0.843137,0.72549,0.81093,0.810929
0.862745,0.72549,0.8362,0.836198
0.882353,0.72549,0.858297,0.858295
0.901961,0.72549,0.877138,0.877137
0.921569,0.72549,0.892653,0.892651
0.941176,0.72549,0.904781,0.904779
0.960784,0.72549,0.913477,0.913475
0.980392,0.72549,0.918707,0.918705
0.0196078,0.745098,-0.757592,-0.757591
0.0392157,0.745098,-0.753279,-0.753277
0.0588235,0.745098,-0.746108,-0.746106
0.0784314,0.745098,-0.736107,-0.736105
0.0980392,0.745098,-0.723313,-0.723312
0.117647,0.745098,-0.707776,-0.707775
0.137255,0.745098,-0.689554,-0.689553
0.156863,0.745098,-0.668716,-0.668715
0.176471,0.745098,-0.645342,-0.645341
0.196078,0.745098,-0.619519,-0.619518
0.215686,0.745098,-0.591347,-0.591346
0.235294,0.745098,-0.560931,-0.56093
0.254902,0.745098,-0.528388,-0.528387
0.27451,0.745098,-0.49384,-0.493839
0.294118,0.745098,-0.457419,-0.457418
0.313725,0.745098,-0.419263,-0.419262
0.333333,0.745098,-0.379516,-0.379515
0.352941,0.745098,-0.33833,-0.338329
0.372549,0.745098,-0.29586,-0.295859
0.392157,0.745098,-0.252268,-0.252267
0.411765,0.745098,-0.207719,-0.207718
0.431373,0.745098,-0.162382,-0.162382
0.45098,0.745098,-0.116429,-0.116429
0.470588,0.745098,-0.0700346,-0.0700345
0.490196,0.745098,-0.0233744,-0.0233744
0.509804,0.745098,0.0233744,0.0233744
0.529412,0.745098,0.0700346,0.0700345
0.54902,0.745098,0.116429,0.116429
0.568627,0.745098,0.162382,0.162382
0.588235,0.745098,0.207719,0.207718
0.607843,0.745098,0.252268,0.252267
0.627451,0.745098,0.29586,0.295859
0.647059,0.745098,0.33833,0.338329
0.666667,0.745098,0.379516,0.379515
0.686275,0.745098,0.419263,0.419262
0.705882,0.745098,0.457419,0.457418
0.72549,0.745098,0.49384,0.493839
0.745098,0.745098,0.528388,0.528387
0.764706,0.745098,0.560931,0.56093
0.784314,0.745098,0.591347,0.591346
0.803922,0.745098,0.619519,0.619518
0.823529,0.745098,0.645342,0.645341
0.843137,0.745098,0.668716,0.668715
0.862745,0.745098,0.689554,0.689553
0.882353,0.745098,0.707776,0.707775
0.901961,0.745098,0.723313,0.723312
0.921569,0.745098,0.736107,0.736105
0.941176,0.745098,0.746108,0.746106
0.960784,0.745098,0.753279,0.753277
0.980392,0.745098,0.757592,0.757591
0.0196078,0.764706,-0.525176,-0.525174
0.0392157,0.764706,-0.522185,-0.522184
0.0588235,0.764706,-0.517214,-0.517213
0.0784314,0.764706,-0.510281,-0.51028
0.0980392,0.764706,-0.501413,-0.501412
0.117647,0.764706,-0.490642,-0.490641
0.137255,0.764706,-0.47801,-0.478009
0.156863,0.764706,-0.463565,-0.463564
0.176471,0.764706,-0.447362,-0.447361
0.196078,0.764706,-0.429461,-0.42946
0.215686,0.764706,-0.409932,-0.409931
0.235294,0.764706,-0.388847,-0.388846
0.254902,0.764706,-0.366287,-0.366286
0.27451,0.764706,-0.342338,-0.342337
0.294118,0.764706,-0.31709,-0.31709
0.313725,0.764706,-0.29064,-0.290639
0.333333,0.764706,-0.263087,-0.263086
0.352941,0.764706,-0.234536,-0.234535
0.372549,0.764706,-0.205095,-0.205095
0.392157,0.764706,-0.174876,-0.174876
0.411765,0.764706,-0.143994,-0.143994
0.431373,0.764706,-0.112566,-0.112566
0.45098,0.764706,-0.0807106,-0.0807105
0.470588,0.764706,-0.0485492,-0.0485491
0.490196,0.764706,-0.0162035,-0.0162035
0.509804,0.764706,0.0162035,0.0162035
0.529412,0.764706,0.0485492,0.0485491
0.54902,0.764706,0.0807106,0.0807105
0.568627,0.764706,0.112566,0.112566
0.588235,0.764706,0.143994,0.143994
0.607843,0.764706,0.174876,0.174876
0.627451,0.764706,0.205095,0.205095
0.647059,0.764706,0.234536,0.234535
0.666667,0.764706,0.263087,0.263086
0.686275,0.764706,0.29064,0.290639
0.705882,0.764706,0.31709,0.31709
0.72549,0.764706,0.342338,0.342337
0.745098,0.764706,0.366287,0.366286
0.764706,0.764706,0.388847,0.388846
0.784314,0.764706,0.409932,0.409931
0.803922,0.764706,0.429461,0.42946
0.823529,0.764706,0.447362,0.447361
0.843137,0.764706,0.463565,0.463564
0.862745,0.764706,0.47801,0.478009
